food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
OSR136,Millet soup,open_source_recipes,234.39,55.99,8.22,11.26,12.57,1.45,2.82,394.34,289.29,480.65,1.45,65.21,138.85,48.47,10918.83,382.18,2.74,0.11,3.97,0.00,0.42,0.02,0.70,3.70,0.26,1.05,0.00,3.82,0.00,11.40,0.05,0.06,0.22,0.19,0.06,0.72,11.40,1.83,532.97,bowl,542.70,129.64,19.03,26.08,29.10,3.36,6.54,913.04,669.80,1112.88,3.37,150.98,321.48,112.22,25280.92,884.88,6.33,0.27,9.18,0.01,0.97,0.04,1.62,8.57,0.61,2.42,0.00,8.85,0.00,26.39,0.11,0.14,0.52,0.44,0.15,1.67,26.39,4.23,1234.02
OSR137,Lemon coriander soup,open_source_recipes,450.32,108.06,10.32,2.27,6.26,2.20,6.77,682.17,1988.96,2993.29,0.00,102.57,62.72,54.52,219.17,368.81,3.47,0.23,1.00,0.01,0.77,0.06,0.79,0.00,2.22,0.97,0.00,28.27,0.00,25.66,0.05,0.06,0.45,0.23,0.11,1.23,25.66,17.69,2068.80,bowl,218.88,52.52,5.01,1.10,3.04,1.07,3.29,331.57,966.73,1454.89,0.00,49.85,30.48,26.50,106.53,179.26,1.69,0.11,0.49,0.00,0.37,0.03,0.39,0.00,1.08,0.47,0.00,13.74,0.00,12.47,0.03,0.03,0.22,0.11,0.05,0.60,12.47,8.60,1005.54
OSR138,Garlic soup,open_source_recipes,805.19,194.86,6.99,2.38,17.62,2.39,1.66,6456.94,9024.43,1166.08,22.92,60.55,56.66,18.08,179.26,247.47,0.73,0.06,0.31,0.00,0.15,0.01,0.34,121.25,0.71,0.27,0.00,8.14,0.00,15.17,0.04,0.10,0.49,0.32,0.09,2.09,15.17,7.72,272.62,bowl,1159.48,280.60,10.06,3.43,25.37,3.44,2.39,9298.00,12995.18,1679.16,33.00,87.19,81.59,26.04,258.13,356.35,1.05,0.09,0.45,0.00,0.22,0.01,0.50,174.60,1.02,0.40,0.00,11.72,0.00,21.85,0.06,0.14,0.71,0.46,0.14,3.00,21.85,11.12,392.57
OSR139,Dal makhani,open_source_recipes,291.37,74.04,7.96,3.32,3.06,0.80,2.27,1771.75,729.79,225.15,7.25,20.62,58.31,27.39,41.85,199.40,1.23,0.11,3.15,0.00,0.60,0.01,0.48,30.85,0.11,2.65,0.01,6.33,0.11,21.27,0.04,0.03,0.37,0.41,0.05,0.35,21.27,2.60,621.91,bowl,1029.56,261.63,28.13,11.71,10.82,2.82,8.03,6260.58,2578.75,795.58,25.62,72.87,206.04,96.79,147.86,704.59,4.33,0.37,11.13,0.01,2.13,0.05,1.69,109.00,0.39,9.36,0.02,22.36,0.41,75.16,0.13,0.09,1.30,1.45,0.19,1.25,75.16,9.19,2197.56
OSR141,Dalma,open_source_recipes,500.97,118.93,15.04,4.91,4.58,3.10,2.16,531.78,2174.06,1304.52,0.00,54.28,85.46,43.25,49.35,390.38,2.10,0.24,1.30,0.00,0.85,0.02,0.77,0.00,0.62,4.36,0.00,6.83,0.00,52.09,0.10,0.07,0.71,0.49,0.15,0.90,52.09,13.89,1068.32,bowl,1321.47,313.70,39.68,12.95,12.09,8.17,5.70,1402.73,5734.74,3441.08,0.00,143.18,225.42,114.08,130.18,1029.76,5.53,0.64,3.43,0.01,2.24,0.05,2.03,0.00,1.64,11.51,0.00,18.03,0.00,137.41,0.27,0.19,1.87,1.30,0.40,2.37,137.41,36.63,2818.02
OSR142,Split bengal gram dal (Channa dal),open_source_recipes,415.08,99.67,9.99,4.15,4.62,0.98,3.72,2146.92,1190.07,646.87,8.53,21.99,66.01,29.50,46.40,232.72,1.92,0.18,8.83,0.00,0.67,0.02,0.77,31.95,0.28,2.22,0.00,5.13,0.00,35.41,0.07,0.04,0.50,0.34,0.07,0.45,35.41,4.58,1176.57,bowl,1212.73,291.20,29.20,12.13,13.50,2.85,10.86,6272.54,3476.96,1889.93,24.91,64.24,192.85,86.19,135.56,679.92,5.61,0.52,25.79,0.01,1.95,0.05,2.25,93.35,0.83,6.48,0.00,14.98,0.00,103.45,0.21,0.11,1.47,0.99,0.19,1.31,103.45,13.38,3437.54
OSR143,Horsegram dal (Kulthi dal) ,open_source_recipes,232.25,55.65,8.21,2.91,1.13,0.72,1.52,148.04,239.40,668.43,0.00,38.22,42.18,23.01,63.63,173.06,1.30,0.18,3.62,0.00,0.47,0.02,0.39,0.00,0.53,1.79,0.00,5.09,0.00,23.86,0.05,0.03,0.34,0.24,0.05,0.39,23.86,3.87,795.68,bowl,838.03,200.79,29.61,10.50,4.09,2.61,5.49,534.17,863.82,2411.93,0.00,137.91,152.19,83.04,229.59,624.46,4.70,0.63,13.07,0.02,1.68,0.06,1.42,0.00,1.91,6.45,0.00,18.36,0.00,86.10,0.17,0.12,1.23,0.86,0.17,1.42,86.10,13.98,2871.07
OSR144,Panchmel dal,open_source_recipes,462.35,111.22,10.71,4.63,5.36,0.75,3.20,2900.88,1361.43,489.16,11.86,23.05,72.53,32.49,79.46,269.92,1.42,0.19,7.56,0.00,0.46,0.07,0.66,44.44,0.36,2.54,0.00,10.70,0.00,26.45,0.08,0.04,0.53,0.39,0.07,0.45,26.45,2.82,1481.13,bowl,1390.94,334.60,32.22,13.91,16.11,2.25,9.62,8727.00,4095.72,1471.60,35.67,69.36,218.20,97.74,239.05,812.03,4.27,0.59,22.74,0.01,1.38,0.22,1.98,133.69,1.08,7.65,0.00,32.19,0.00,79.58,0.24,0.11,1.59,1.17,0.22,1.36,79.58,8.49,4455.84
OSR145,Dal dhokli,open_source_recipes,287.33,68.74,8.55,2.96,2.47,1.12,1.86,410.28,823.53,1066.81,0.00,14.54,53.60,23.63,37.53,152.23,0.79,0.14,3.78,0.00,0.31,0.03,0.45,0.00,0.63,1.35,0.00,7.39,0.00,13.46,0.07,0.02,0.67,0.18,0.05,0.23,13.46,0.82,505.54,bowl,967.34,231.41,28.77,9.96,8.32,3.78,6.27,1381.25,2772.50,3591.52,0.00,48.95,180.45,79.56,126.36,512.51,2.67,0.47,12.71,0.01,1.05,0.11,1.52,0.00,2.12,4.53,0.00,24.87,0.00,45.31,0.25,0.08,2.26,0.59,0.15,0.76,45.31,2.77,1701.95
OSR146,Gujarati handvo ,open_source_recipes,865.12,207.09,31.86,8.24,4.80,2.51,4.95,871.46,1014.18,2444.65,1.93,68.21,151.08,47.32,308.55,411.20,2.03,0.30,9.94,0.01,0.75,0.06,1.25,4.92,1.54,1.32,0.00,21.46,0.00,53.71,0.15,0.10,1.18,0.74,0.15,1.44,53.71,4.51,1162.55,cake,6026.23,1442.54,221.90,57.40,33.44,17.49,34.51,6070.44,7064.57,17028.95,13.48,475.14,1052.37,329.65,2149.27,2864.32,14.13,2.08,69.22,0.04,5.23,0.43,8.70,34.30,10.71,9.19,0.00,149.49,0.00,374.11,1.05,0.72,8.24,5.16,1.04,10.01,374.11,31.39,8098.11
OSR147,Sev (Omapodi/Karapusa),open_source_recipes,2514.83,609.14,12.87,5.12,60.08,0.53,2.35,7209.68,12305.86,37924.40,0.00,13.95,49.98,14.55,53.19,71.96,0.72,0.07,0.92,0.00,0.38,0.01,0.34,0.00,29.56,0.04,0.00,6.00,0.00,43.29,0.10,0.04,0.44,0.28,0.10,1.89,43.29,0.00,30.85,plate,3444.07,834.22,17.63,7.01,82.27,0.72,3.21,9873.66,16852.87,51937.46,0.00,19.10,68.45,19.92,72.84,98.54,0.99,0.10,1.26,0.00,0.52,0.01,0.47,0.00,40.49,0.05,0.00,8.22,0.00,59.29,0.14,0.05,0.60,0.38,0.14,2.58,59.29,0.00,42.25
OSR148,Papdi,open_source_recipes,2919.20,708.96,12.89,1.83,72.11,0.31,0.56,8659.32,14793.75,45650.39,0.00,6.06,20.10,6.63,28.91,31.06,0.44,0.04,0.01,0.00,0.12,0.00,0.16,0.00,35.45,1.20,0.00,5.13,0.00,2.89,0.03,0.01,0.14,0.12,0.01,0.10,2.89,0.02,48.23,plate,5070.28,1231.38,22.39,3.18,125.25,0.54,0.98,15040.16,25694.90,79289.03,0.00,10.52,34.91,11.51,50.21,53.94,0.76,0.07,0.02,0.00,0.21,0.01,0.29,0.00,61.58,2.08,0.00,8.91,0.00,5.01,0.05,0.02,0.25,0.22,0.03,0.18,5.01,0.04,83.76
OSR151,Jowar dosa,open_source_recipes,1225.40,294.35,40.53,8.50,10.28,0.59,5.56,1254.56,2060.99,6285.96,0.00,19.46,166.78,71.56,97.25,339.77,2.03,0.29,11.24,0.01,0.72,0.06,1.27,0.00,4.71,2.64,0.00,12.77,0.00,29.13,0.16,0.06,1.32,0.77,0.15,0.39,29.13,0.00,116.34,dosa,404.85,97.25,13.39,2.81,3.40,0.20,1.84,414.49,680.92,2076.79,0.00,6.43,55.10,23.64,32.13,112.26,0.67,0.10,3.71,0.00,0.24,0.02,0.42,0.00,1.55,0.87,0.00,4.22,0.00,9.63,0.05,0.02,0.43,0.25,0.05,0.13,9.63,0.00,38.44
OSR152,Bread roll,open_source_recipes,1800.12,435.46,16.12,2.85,40.25,0.94,1.45,4777.07,8139.66,25156.75,0.00,44.83,36.84,13.00,139.34,153.42,0.71,0.07,1.93,0.00,0.19,0.01,0.29,0.00,19.57,0.58,0.00,7.97,0.00,12.97,0.08,0.02,0.65,0.11,0.05,0.45,12.97,5.61,503.47,bread roll,2178.23,526.92,19.50,3.45,48.70,1.14,1.75,5780.49,9849.39,30440.92,0.00,54.25,44.58,15.73,168.61,185.64,0.86,0.08,2.33,0.00,0.23,0.01,0.35,0.00,23.68,0.70,0.00,9.64,0.00,15.69,0.09,0.03,0.79,0.13,0.06,0.54,15.69,6.79,609.23
OSR153,Soya seekh kebab,open_source_recipes,478.89,115.05,10.00,5.40,5.88,0.51,2.24,707.06,1190.37,3393.71,0.00,15.67,69.89,28.77,92.25,306.02,1.26,0.16,0.69,0.00,0.41,0.01,0.61,0.00,2.42,1.96,0.00,8.31,0.00,25.16,0.10,0.03,0.74,0.31,0.11,1.37,25.16,14.98,318.64,kabab,273.69,65.75,5.72,3.08,3.36,0.29,1.28,404.09,680.30,1939.51,0.00,8.96,39.94,16.44,52.72,174.89,0.72,0.09,0.40,0.00,0.23,0.01,0.35,0.00,1.38,1.12,0.00,4.75,0.00,14.38,0.06,0.01,0.42,0.18,0.07,0.78,14.38,8.56,182.10
OSR154,Classic seasoned black beans,open_source_recipes,120.37,28.78,7.66,8.01,8.28,0.44,3.51,9.50,35.78,26.62,0.00,40.11,58.86,23.45,7989.07,201.49,1.90,0.04,0.04,0.00,0.16,0.00,0.23,0.00,0.08,0.10,0.00,1.19,0.00,2.62,0.01,0.00,0.06,0.03,0.02,0.16,2.62,4.84,41.75,bowl,212.10,50.71,13.49,14.11,14.60,0.78,6.18,16.74,63.05,46.90,0.00,70.69,103.71,41.33,14078.08,355.05,3.35,0.06,0.08,0.00,0.28,0.00,0.40,0.00,0.14,0.17,0.00,2.09,0.00,4.61,0.01,0.01,0.10,0.05,0.03,0.29,4.61,8.54,73.56
OSR155,Maa chaane ki dal,open_source_recipes,1438.25,344.67,43.11,19.80,9.50,1.05,13.45,3985.90,2188.78,1784.63,15.36,68.65,298.93,123.32,43.31,923.92,5.97,0.71,37.74,0.01,1.62,0.15,3.08,57.57,0.55,5.79,0.00,6.72,0.00,126.32,0.29,0.14,1.84,1.79,0.24,0.88,126.32,1.76,938.77,bowl,1166.06,279.44,34.95,16.05,7.71,0.85,10.91,3231.57,1774.55,1446.89,12.45,55.66,242.36,99.98,35.11,749.07,4.84,0.57,30.60,0.01,1.32,0.12,2.50,46.68,0.45,4.70,0.00,5.45,0.00,102.41,0.24,0.11,1.49,1.45,0.20,0.71,102.41,1.43,761.10
OSR156,Garlic chickpea soup (Lahasun aur chane ka shoraba),open_source_recipes,373.81,89.53,13.92,4.45,2.01,2.65,2.84,236.12,811.06,650.30,0.00,13.93,55.94,18.79,79.73,177.33,0.96,0.15,0.01,0.00,0.89,0.00,0.61,0.00,0.24,1.42,0.00,5.50,0.00,119.60,0.11,0.05,0.40,0.37,0.13,0.22,119.60,4.16,711.01,soup bowl,1189.49,284.89,44.29,14.15,6.41,8.44,9.04,751.36,2580.86,2069.30,0.00,44.32,177.99,59.79,253.72,564.28,3.04,0.47,0.04,0.00,2.83,0.01,1.93,0.00,0.75,4.53,0.00,17.50,0.00,380.59,0.34,0.15,1.27,1.17,0.40,0.70,380.59,13.24,2262.51
ASC071,White sauce (thin),asc_manual,479.08,115.17,6.58,3.31,8.41,4.58,0.07,5196.10,2203.45,283.02,11.04,110.20,93.11,8.56,23.91,111.33,0.19,0.03,0.88,0.00,0.03,0.00,0.33,49.65,0.30,0.18,0.00,0.41,0.00,6.91,0.03,0.11,0.09,0.34,0.04,1.85,6.91,1.85,223.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC072,White sauce (medium),asc_manual,627.76,151.27,7.98,3.36,11.76,4.32,0.14,7322.03,3048.54,406.88,20.47,103.53,90.16,8.79,22.59,108.19,0.22,0.04,0.81,0.00,0.04,0.00,0.34,92.05,0.37,0.34,0.00,0.76,0.00,6.81,0.03,0.10,0.11,0.33,0.04,1.74,6.81,1.72,242.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC073,White sauce (thick),asc_manual,868.33,209.69,10.24,3.43,17.19,3.90,0.24,10761.80,4415.89,607.28,35.72,92.74,85.39,9.18,20.45,103.11,0.27,0.04,0.71,0.00,0.06,0.00,0.34,160.66,0.48,0.59,0.00,1.33,0.00,6.65,0.04,0.10,0.13,0.32,0.04,1.56,6.65,1.50,274.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC074,Cheese sauce,asc_manual,808.68,194.76,7.08,7.68,15.12,4.53,0.12,9411.85,4033.00,538.15,39.75,255.14,293.01,14.33,317.38,130.21,0.31,0.03,2.06,0.00,0.04,0.00,1.02,145.21,0.42,0.23,0.00,1.08,0.00,9.28,0.04,0.15,0.11,0.41,0.05,2.89,9.28,1.20,209.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC075,Egg sauce,asc_manual,610.63,146.85,5.88,5.97,11.08,3.19,0.12,6174.18,3162.08,607.30,111.08,89.49,115.17,9.73,51.54,117.22,0.65,0.04,11.21,0.00,0.04,0.00,0.57,119.78,0.67,0.25,0.22,0.63,3.83,17.98,0.04,0.13,0.12,0.63,0.07,6.07,17.98,1.27,225.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC076,Mushroom sauce,asc_manual,570.97,137.56,7.31,3.39,10.51,3.86,0.47,6518.01,2711.64,390.94,18.20,94.10,89.82,9.85,20.94,131.43,0.22,0.04,0.72,0.00,0.05,0.00,0.32,81.85,0.33,2.57,0.00,2.06,0.00,6.98,0.03,0.10,0.17,0.34,0.05,2.57,6.98,1.53,215.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC077,Mustard sauce,asc_manual,658.30,158.58,8.29,3.98,12.17,4.22,0.13,7180.52,3455.69,528.24,19.97,109.03,92.35,14.90,22.16,128.41,0.44,0.04,0.79,0.00,0.08,0.00,0.49,89.81,0.36,0.33,0.00,0.74,0.00,6.65,0.03,0.10,0.10,0.32,0.04,1.70,6.65,1.67,236.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC078,Brown sauce,asc_manual,450.70,109.18,5.38,11.92,23.67,0.13,1.69,1124.38,1912.29,5918.29,0.00,40.44,107.28,39.16,14174.59,334.09,2.46,0.06,0.00,0.00,0.26,0.00,0.40,0.00,4.59,0.49,0.00,0.66,0.00,1.18,0.01,0.00,0.06,0.05,0.01,0.04,1.18,0.00,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC130,Classic italian pasta,asc_manual,175.25,42.12,4.40,0.57,2.45,2.94,1.36,647.53,513.45,1115.75,1.70,19.55,13.83,9.21,49.04,105.02,0.41,0.04,0.09,0.00,0.26,0.01,0.12,7.64,0.89,3.90,0.00,10.07,0.00,9.62,0.02,0.01,0.23,0.11,0.05,0.65,9.62,8.63,2709.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC131,Pasta spinach sauce,asc_manual,353.28,85.46,1.76,1.76,7.90,1.04,0.86,2696.36,4136.42,596.40,9.34,58.57,45.41,32.15,115.79,251.05,1.23,0.07,0.88,0.01,0.41,0.01,0.31,41.16,0.74,0.13,0.00,111.32,0.00,53.75,0.06,0.06,0.17,0.12,0.07,1.77,53.75,12.78,3271.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC132,Pasta cheese sauce,asc_manual,621.76,149.26,9.00,4.33,10.84,4.22,0.14,6732.67,2866.95,380.98,22.22,152.68,148.59,10.40,255.95,114.39,0.25,0.03,1.18,0.00,0.03,0.01,0.54,92.91,0.34,0.05,0.00,0.82,0.00,7.43,0.03,0.12,0.08,0.33,0.04,2.17,7.43,1.54,202.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC266,Mayonnaise,asc_manual,3188.90,774.86,1.65,1.86,84.52,1.44,0.11,10737.12,17899.45,52047.93,117.12,15.36,61.35,3.69,272.89,23.47,0.51,0.03,5.69,0.00,0.04,0.01,0.21,58.67,40.51,0.09,0.35,5.72,4.91,12.26,0.01,0.02,0.08,0.30,0.03,7.11,12.26,0.00,33.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC267,Low calorie quick mayonnaise,asc_manual,1002.22,242.89,4.71,1.41,24.35,0.83,0.06,3103.61,5178.19,14944.20,35.67,6.47,19.64,2.55,165.94,19.66,0.25,0.01,3.99,0.00,0.02,0.01,0.16,19.30,11.66,0.05,0.08,1.81,1.42,4.93,0.01,0.02,0.01,0.14,0.02,1.78,4.93,0.00,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC268,Thousand island dressing,asc_manual,1681.31,407.87,4.49,1.37,42.87,3.10,0.46,3549.10,25798.30,11337.33,34.00,9.11,17.12,6.67,946.10,97.94,0.45,0.02,0.26,0.00,0.06,0.00,0.17,49.11,12.72,0.11,0.00,2.16,0.00,13.54,0.03,0.07,0.37,0.18,0.11,1.24,13.54,11.83,462.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC388,Curd dip,asc_manual,336.83,79.95,7.95,5.04,3.36,7.12,0.10,1850.62,1002.98,262.88,10.59,167.17,145.60,18.06,301.07,279.40,0.25,0.01,1.82,0.00,0.03,0.02,0.62,27.05,0.31,0.05,0.00,0.35,0.00,16.34,0.07,0.22,0.37,0.45,0.11,2.34,16.34,2.25,205.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC394,Short crust pastry,asc_manual,1751.27,422.10,44.72,6.11,23.98,3.18,1.58,14974.83,6017.55,1006.97,61.00,16.90,69.62,18.33,97.20,92.93,1.02,0.10,0.00,0.00,0.36,0.01,0.53,274.37,0.56,3.85,0.00,2.69,0.00,9.31,0.09,0.05,0.44,0.43,0.05,0.39,9.31,0.00,328.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC406,Choux pastry,asc_manual,922.56,222.37,16.20,5.55,14.96,1.50,0.56,8681.23,4067.72,790.99,125.01,19.43,72.62,9.75,132.28,69.35,0.83,0.05,10.24,0.00,0.13,0.01,0.51,195.65,0.67,1.36,0.21,1.33,3.70,15.78,0.05,0.07,0.18,0.53,0.06,4.77,15.78,0.00,181.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC410,Flaky pastry,asc_manual,1836.74,443.94,33.61,4.69,31.99,0.81,1.25,3845.50,6516.13,20204.98,0.00,9.28,49.78,14.23,178.52,67.37,0.83,0.08,0.00,0.00,0.29,0.01,0.40,0.00,15.61,3.05,0.00,2.45,0.00,7.35,0.07,0.03,0.35,0.33,0.04,0.26,7.35,0.00,122.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC428,Sponge cake ,asc_manual,1070.15,253.77,44.63,9.18,4.74,26.33,0.69,1496.21,1744.49,658.48,182.09,30.22,119.68,13.67,64.61,108.95,1.47,0.09,20.12,0.00,0.17,0.01,0.86,98.51,0.76,1.67,0.42,0.25,7.27,28.58,0.07,0.11,0.25,0.91,0.10,9.22,28.58,0.00,134.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC434,Glace icing,asc_manual,1381.27,323.51,86.31,0.01,0.01,85.35,0.00,2.77,0.65,4.84,0.00,1.95,0.96,0.12,9.88,10.59,0.41,0.04,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.01,0.00,0.02,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.03,0.17,0.66,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC436,Royal icing,asc_manual,1419.25,332.58,86.53,1.74,0.02,85.57,0.00,2.42,0.60,4.17,0.00,2.87,3.50,1.99,36.50,35.40,0.42,0.05,3.40,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.17,0.02,0.00,0.94,0.00,0.03,0.00,0.22,0.00,0.72,0.94,0.57,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC437,American frosting,asc_manual,1097.93,257.57,67.48,1.05,0.01,67.46,0.00,0.72,0.17,1.26,0.00,7.05,2.21,2.43,19.33,18.37,0.14,0.08,2.06,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.10,0.01,0.00,0.53,0.00,0.02,0.00,0.13,0.00,0.43,0.53,0.17,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC438,Gum icing,asc_manual,951.87,223.07,53.19,5.94,0.00,52.63,0.00,0.00,0.00,0.00,0.00,18.62,2.76,1.06,29.32,6.07,0.40,0.03,1.34,0.00,0.01,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC475,Channa murmura premix,asc_manual,1418.79,339.09,72.59,10.59,3.28,1.52,8.21,32.79,27.84,31.36,0.00,21.36,106.40,45.21,206.28,344.30,4.58,0.17,0.00,0.02,0.64,0.03,1.01,0.00,0.03,0.00,0.00,0.70,0.00,0.00,0.08,0.03,1.31,0.27,0.05,0.88,0.00,0.00,35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC476,Cracked wheat and green gram dal premix (Dalia moong dal premix),asc_manual,1515.28,362.16,64.75,15.89,5.11,0.63,11.66,863.80,1840.87,1265.20,0.00,49.03,122.30,50.70,3.25,321.50,4.28,0.29,10.37,0.00,0.36,0.27,0.82,0.00,0.47,1.12,0.00,1.91,0.00,27.51,0.13,0.04,1.50,0.44,0.06,0.29,27.51,0.00,132.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC477,Rice flakes and roasted channa ,asc_manual,1394.99,333.40,71.94,10.57,2.94,1.31,8.84,198.80,297.50,403.90,0.00,17.23,136.50,54.54,205.51,349.90,4.51,0.18,0.00,0.04,0.62,0.05,1.04,0.00,0.04,0.00,0.00,0.70,0.00,5.92,0.08,0.03,1.12,0.34,0.01,0.27,5.92,0.00,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC479,Spinach soup in milk ,asc_manual,237.33,56.72,3.98,2.89,3.20,3.34,0.79,1865.67,823.61,190.33,0.00,106.10,75.24,34.51,31.16,285.00,1.08,0.08,1.33,0.01,0.38,0.01,0.37,0.00,0.58,0.09,0.00,108.33,0.00,52.02,0.07,0.11,0.16,0.30,0.08,2.70,52.02,11.43,3317.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC480,Vegetable soup,asc_manual,230.14,55.21,7.60,2.22,1.55,1.61,3.01,865.25,352.43,179.54,3.34,18.10,34.35,20.85,170.68,274.69,0.63,0.09,0.51,0.00,0.20,0.03,0.36,15.03,0.21,7.47,0.00,22.26,0.00,24.54,0.09,0.02,0.70,0.34,0.11,1.78,24.54,23.20,4425.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC481,Mashed banana with milk,asc_manual,400.32,95.43,14.62,2.51,2.99,11.35,0.71,1781.94,787.86,131.61,0.00,78.64,69.05,15.15,16.99,191.13,0.23,0.06,0.61,0.01,0.12,0.00,0.26,0.00,0.17,0.06,0.00,0.71,0.00,10.32,0.02,0.08,0.21,0.33,0.19,1.77,10.32,3.90,212.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC484,Poha with curd (Poha aur dahi),asc_manual,725.41,173.32,26.72,6.01,4.65,5.46,1.09,2824.34,1233.48,317.40,13.37,140.90,172.39,36.72,325.07,249.94,1.61,0.08,1.41,0.01,0.30,0.13,0.91,45.42,0.12,0.13,0.00,0.56,0.00,14.74,0.07,0.20,0.59,0.48,0.07,1.90,14.74,0.68,43.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC485,Potato with curd,asc_manual,307.17,73.18,12.01,3.19,1.33,3.30,1.02,786.99,323.00,116.93,4.38,85.41,93.68,22.26,190.90,435.22,0.38,0.05,1.25,0.00,0.08,0.00,0.45,11.16,0.06,0.11,0.00,1.27,0.00,16.44,0.06,0.11,0.70,0.43,0.10,1.84,16.44,14.23,132.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
